x;y;u;v;column;row
0.3793;1.0000;0.3793;0.9999;11;19
0.4138;1.0000;0.4138;0.9999;12;19
0.4483;1.0000;0.4483;0.9999;13;19
0.4828;1.0000;0.4828;0.9999;14;19
0.5172;1.0000;0.5172;0.9999;15;19
0.5517;1.0000;0.5517;0.9999;16;19
0.5862;1.0000;0.5862;0.9999;17;19
0.6207;1.0000;0.6207;0.9999;18;19
0.6552;1.0000;0.6552;0.9999;19;19
0.6897;1.0000;0.6896;1.0000;20;19
0.7241;1.0000;0.7241;1.0000;21;19
0.7586;1.0000;0.7586;1.0001;22;19
0.7931;1.0000;0.7931;1.0001;23;19
0.8276;1.0000;0.8276;1.0002;24;19
0.8621;1.0000;0.8621;1.0003;25;19
0.8966;1.0000;0.8966;1.0004;26;19
0.9310;1.0000;0.9312;1.0005;27;19
0.9655;1.0000;0.9657;1.0007;28;19
1.0000;1.0000;1.0003;1.0009;29;19
