x;y;u;v;column;row
0.4138;1.0000;0.4137;0.9999;12;19
0.4483;1.0000;0.4482;0.9999;13;19
0.4828;1.0000;0.4827;0.9999;14;19
0.5172;1.0000;0.5172;0.9999;15;19
0.5517;1.0000;0.5518;0.9998;16;19
0.5862;1.0000;0.5863;0.9998;17;19
0.6207;1.0000;0.6208;0.9998;18;19
0.6552;1.0000;0.6553;0.9998;19;19
0.6897;1.0000;0.6898;0.9998;20;19
0.7241;1.0000;0.7243;0.9997;21;19
0.7586;1.0000;0.7589;0.9997;22;19
0.7931;1.0000;0.7934;0.9997;23;19
0.8276;1.0000;0.8279;0.9996;24;19
0.8621;1.0000;0.8625;0.9996;25;19
0.8966;1.0000;0.8970;0.9996;26;19
0.9310;1.0000;0.9316;0.9997;27;19
0.9655;1.0000;0.9662;0.9998;28;19
1.0000;1.0000;1.0007;0.9999;29;19
