x;y;u;v;column;row
0.3793;1.0000;0.3793;0.9997;11;19
0.4138;1.0000;0.4138;0.9997;12;19
0.4483;1.0000;0.4483;0.9997;13;19
0.4828;1.0000;0.4829;0.9997;14;19
0.5172;1.0000;0.5174;0.9997;15;19
0.5517;1.0000;0.5519;0.9997;16;19
0.5862;1.0000;0.5864;0.9998;17;19
0.6207;1.0000;0.6209;0.9998;18;19
0.6552;1.0000;0.6554;0.9999;19;19
0.6897;1.0000;0.6899;0.9999;20;19
0.7241;1.0000;0.7243;1.0000;21;19
0.7586;1.0000;0.7588;1.0001;22;19
0.7931;1.0000;0.7933;1.0002;23;19
0.8276;1.0000;0.8278;1.0003;24;19
0.8621;1.0000;0.8622;1.0005;25;19
0.8966;1.0000;0.8967;1.0007;26;19
0.9310;1.0000;0.9312;1.0010;27;19
0.9655;1.0000;0.9658;1.0013;28;19
1.0000;1.0000;1.0003;1.0017;29;19
